0,21584.6,-0.191803
0.000544,21584.6,-0.190719
0.001568,21584.6,-0.19206
0.002592,21584.7,-0.191785
0.003616,21584.7,-0.190708
0.00464,21584.7,-0.191684
0.005664,21584.7,-0.191934
0.006688,21584.7,-0.190987
0.007712,21584.7,-0.191744
0.008736,21584.7,-0.192873
0.00976,21584.7,-0.193506
0.010784,21584.7,-0.192679
0.011808,21584.7,-0.193335
0.012832,21584.7,-0.196979
0.013856,21584.7,-0.197668
0.01488,21584.7,-0.197847
0.015904,21584.7,-0.197936
0.016928,21584.7,-0.198622
0.017952,21584.7,-0.199922
0.018976,21584.8,-0.20177
0.02,21584.8,-0.204032
0.021024,21584.8,-0.205697
0.022048,21584.8,-0.206737
0.023072,21584.8,-0.207605
0.024096,21584.8,-0.209602
0.02512,21584.8,-0.213786
0.026144,21584.8,-0.218697
0.027168,21584.8,-0.220004
0.028192,21584.8,-0.220466
0.029216,21584.8,-0.224226
0.03024,21584.8,-0.227087
0.031264,21584.8,-0.229993
0.032288,21584.8,-0.23388
0.033312,21584.8,-0.239394
0.034336,21584.8,-0.240642
0.03536,21584.8,-0.241916
0.036384,21584.8,-0.245825
0.037408,21584.8,-0.251104
0.038432,21584.8,-0.255862
0.039456,21584.8,-0.258172
0.04048,21584.8,-0.259938
0.042016,21584.8,-0.268541
0.044064,21584.8,-0.277144
0.046112,21584.8,-0.283881
0.04816,21585.2,-0.293068
0.050208,21585.2,-0.300449
0.052256,21585.2,-0.305498
0.054304,21585.2,-0.318132
0.056352,21585.2,-0.320912
0.0584,21585.2,-0.330241
0.060448,21585.2,-0.341482
0.062496,21585.2,-0.349824
0.064544,21585.2,-0.359478
0.066592,21585.2,-0.372135
0.06864,21585.2,-0.378245
0.070688,21586,-0.388562
0.072736,21586,-0.398901
0.074784,21586,-0.409051
0.076832,21586,-0.422639
0.07888,21586,-0.431633
0.080928,21586,-0.442412
0.082976,21586,-0.450769
0.085024,21586,-0.463933
0.087072,21586,-0.471936
0.08912,21586,-0.482424
0.091168,21586.8,-0.493877
0.093216,21586.8,-0.502722
0.095264,21586.8,-0.510409
0.097312,21586.8,-0.525674
0.09936,21586.8,-0.535991
0.101408,21586.8,-0.547999
0.103456,21586.8,-0.557075
0.105504,21586.8,-0.569736
0.107552,21586.8,-0.583566
0.1096,21586.8,-0.590768
0.111648,21586.8,-0.605985
0.113696,21587.7,-0.618649
0.115744,21587.7,-0.627863
0.117792,21587.7,-0.643299
0.11984,21587.7,-0.654674
0.121888,21587.7,-0.664052
0.12496,21587.7,-0.683594
0.129056,21588.6,-0.70456
0.133152,21588.6,-0.728487
0.137248,21588.6,-0.751204
0.141344,21588.6,-0.774181
0.14544,21588.6,-0.799729
0.149536,21588.6,-0.823735
0.153632,21588.6,-0.846109
0.157728,21589.5,-0.868371
0.161824,21589.5,-0.890841
0.16592,21589.5,-0.909821
0.170016,21590.4,-0.931826
0.174112,21590.4,-0.950515
0.178208,21590.4,-0.973209
0.182304,21590.4,-0.99875
0.1864,21590.4,-1.02188
0.190496,21591.2,-1.04286
0.194592,21591.2,-1.06314
0.198688,21591.2,-1.08729
0.202784,21591.2,-1.1113
0.20688,21591.2,-1.12525
0.210976,21592.1,-1.15128
0.215072,21592.1,-1.17184
0.219168,21592.1,-1.1937
0.223264,21592.1,-1.2223
0.22736,21592.1,-1.23976
0.231456,21592.1,-1.26126
0.235552,21593,-1.28418
0.239648,21593,-1.30367
0.243744,21593,-1.32677
0.24784,21593.8,-1.34494
0.251936,21593.8,-1.3656
0.256032,21593.8,-1.38647
0.260128,21593.8,-1.40696
0.264224,21593.8,-1.42664
0.26832,21594.6,-1.44397
0.272416,21594.6,-1.463
0.276512,21594.6,-1.48237
0.280608,21594.6,-1.50383
0.284704,21594.6,-1.5198
0.290848,21595.4,-1.55998
0.29904,21596.1,-1.59695
0.307232,21596.1,-1.63746
0.315424,21596.8,-1.67162
0.323616,21596.8,-1.70459
0.331808,21596.8,-1.74119
0.34,21597.5,-1.77271
0.348192,21597.5,-1.80589
0.356384,21597.5,-1.83631
0.364576,21598.1,-1.86556
0.372768,21598.1,-1.89967
0.38096,21598.8,-1.93423
0.389152,21598.8,-1.96227
0.397344,21599.4,-1.99173
0.405536,21599.4,-2.01851
0.413728,21599.9,-2.05002
0.42192,21599.9,-2.0787
0.430112,21599.9,-2.10464
0.438304,21600.5,-2.13169
0.446496,21600.5,-2.16429
0.454688,21600.5,-2.19723
0.46288,21601.1,-2.23117
0.471072,21601.1,-2.26503
0.479264,21601.7,-2.30078
0.487456,21601.7,-2.33598
0.495648,21602.4,-2.36717
0.50384,21602.4,-2.39827
0.512032,21602.4,-2.4295
0.520224,21603.1,-2.46819
0.528416,21603.1,-2.50897
0.536608,21603.1,-2.54068
0.5448,21603.9,-2.57414
0.552992,21603.9,-2.61211
0.561184,21604.6,-2.64592
0.569376,21604.6,-2.67903
0.577568,21605.3,-2.70761
0.58576,21605.3,-2.74052
0.593952,21605.3,-2.76743
0.602144,21605.9,-2.79978
0.610336,21605.9,-2.83028
0.622624,21606.5,-2.88336
0.639008,21607.1,-2.94453
0.655392,21607.7,-2.99769
0.671776,21607.7,-3.06164
0.68816,21608.3,-3.11988
0.704544,21609,-3.19046
0.720928,21609.8,-3.26409
0.737312,21610.5,-3.33786
0.753696,21610.5,-3.41302
0.77008,21611.9,-3.48272
0.786464,21611.9,-3.55627
0.802848,21612.6,-3.62657
0.819232,21613.3,-3.69695
0.835616,21614.1,-3.76113
0.852,21614.7,-3.83403
0.868384,21614.7,-3.90693
