0.738913,238.584,-0.155949
1.6301,494.451,-0.238592
2.60625,739.861,-0.341774
3.65062,985.272,-0.46303
4.69837,1225.35,-0.63146
5.75074,1465.42,-0.886355
6.82943,1710.83,-1.21232
7.93206,1956.24,-1.5534
9.05381,2201.65,-1.90901
10.1571,2447.06,-2.30394
11.2039,2692.47,-2.73464
12.1942,2937.88,-3.18187
13.1438,3183.29,-3.65895
14.0662,3423.37,-4.18165
14.9904,3663.44,-4.73084
15.9103,3908.85,-5.26848
16.7737,4154.26,-5.80616
17.5816,4399.67,-6.38044
18.3577,4645.08,-6.99264
19.1084,4885.15,-7.60294
18.81806,4762.22,-7.46431
18.486127,4506.37,-7.00546
18.06933,4260.97,-6.51915
17.6013,4015.57,-6.04019
17.08896,3775.5,-5.6016
16.52259,3535.44,-5.15826
15.89068,3290.04,-4.6881
15.19515,3044.64,-4.22797
14.42224,2799.24,-3.7868
13.58201,2553.84,-3.33239
12.68744,2308.43,-2.86329
11.73427,2063.03,-2.42736
10.6906,1817.63,-2.0402
9.5606,1577.57,-1.68762
8.3403,1337.5,-1.33968
7.0289,1092.1,-0.99289
5.6727,846.702,-0.688077
4.2447,601.302,-0.452492
2.7255,355.902,-0.293989
1.2177,115.85,-0.179636
