0.278383,233.725,0.600479
0.662515,489.853,0.525404
1.17499,735.513,0.451195
1.76196,981.174,0.383996
2.38912,1221.49,0.338569
3.06271,1461.81,0.294967
3.80292,1707.48,0.230697
4.58289,1953.14,0.13571
5.38482,2198.8,-0.0266721
6.20152,2444.46,-0.297838
7.02604,2690.12,-0.664013
7.86018,2935.78,-1.0601
8.69521,3181.44,-1.43731
9.51155,3421.76,-1.81872
10.3333,3662.08,-2.24277
11.1691,3907.74,-2.69214
11.9746,4153.4,-3.14963
12.7388,4399.06,-3.64447
13.4904,4644.72,-4.19237
14.2501,4890.03,-4.74721
14.100484,4766.98,-4.61735
13.927206,4510.87,-4.23438
13.656475,4265.23,-3.85749
13.321619,4019.58,-3.45079
12.94568,3779.27,-3.04552
12.52596,3538.97,-2.67218
12.06198,3293.32,-2.30778
11.56533,3047.68,-1.93119
11.02362,2802.03,-1.56138
10.42765,2556.39,-1.23333
9.77067,2310.74,-0.924513
9.04775,2065.1,-0.608526
8.2567,1819.45,-0.298607
7.42099,1579.14,-0.0267689
6.5334,1338.84,0.217206
5.56157,1093.19,0.438516
4.50142,847.547,0.606828
3.3335,601.902,0.6811
2.1016,356.256,0.676195
0.8956,115.964,0.672277
