0.125222,233.725,1.10491
0.261566,489.853,0.985273
0.490876,735.513,0.907567
0.778251,981.174,0.857403
1.09347,1221.49,0.81414
1.43437,1461.81,0.76691
1.80461,1707.48,0.733295
2.1947,1953.14,0.710223
2.60277,2198.8,0.657678
3.02525,2444.46,0.556122
3.46125,2690.12,0.423669
3.91393,2935.78,0.252971
4.39103,3181.44,0.00510183
4.88495,3421.76,-0.300289
5.40113,3662.08,-0.62696
5.94841,3907.74,-0.965904
6.51707,4153.4,-1.3278
7.11875,4399.06,-1.70097
7.76641,4644.72,-2.05462
8.43843,4879.7,-2.38816
8.3405223,4756.92,-2.32216
8.265963,4501.35,-2.08146
8.101206,4256.22,-1.8391
7.879264,4011.09,-1.56466
7.625927,3771.29,-1.29755
7.34423,3531.5,-1.0531
7.03192,3286.37,-0.804459
6.69781,3041.24,-0.531852
6.34403,2796.12,-0.263659
5.97537,2550.99,-0.021273
5.59108,2305.86,0.21949
5.18448,2060.74,0.474097
4.75166,1815.61,0.710793
4.30053,1575.81,0.903046
3.82317,1336.01,1.0626
3.30866,1090.89,1.20282
2.75998,845.76,1.30146
2.17162,600.633,1.35032
1.53819,355.506,1.36561
0.85901,110.734,1.3521
