0,0,0,0,0,0,0,0,0.122020266,0
0.000914484,0,0.019088735,-0.000163265,0.004301736,-0.000326531,0.00015381,-0.000989796,0.657992108,-0.000489796
0.000653972,0.000326531,0.044060757,0.000163265,0.013076769,-0.000489796,-0.006214136,-0.001153061,0.660976827,0.000168367
-0.031032187,0,0.076257217,0.000494898,0.000501625,-0.000658163,-0.008742887,0,0.649574743,0.000989796
-0.064126333,-0.000168367,0.083569282,0.000494898,0.003818714,-0.000489796,-0.017000546,-0.000168367,0.655984955,0.000168367
-0.063430642,0,0.100855784,0,0.010978126,-0.000821429,-0.00101229,-0.000494898,0.672435873,-0.000489796
-0.059294081,-0.000168367,0.103088574,-0.000326531,0.004782598,-0.00114898,0.048339749,0,0.676885291,-0.000489796
-0.066800694,0.001311224,0.116777022,0.000326531,-0.000985714,-0.00114898,0.075332985,-0.000658163,0.698572476,-0.000489796
-0.045906843,0.000821429,0.106788367,0.000326531,0.007323931,-0.000821429,0.067230185,-0.000494898,0.689608547,0.000168367
-0.053180838,0.000163265,0.073847104,-0.000163265,0.004325064,-0.000489796,0.073214838,-0.000826531,0.697466361,0.000494898
-0.066472032,-0.000168367,0.089649289,-0.000494898,0.002965022,-0.000984694,0.074760823,-0.000989796,0.725397296,0.000331633
-0.06558602,-0.000168367,0.105548725,0.000163265,-0.015892667,-0.000658163,0.074689366,-0.001316327,0.728023128,0.000658163
-0.058579643,0.000489796,0.117882743,-0.000163265,-0.020938152,-0.000163265,0.076284682,-0.001647959,0.750942605,0.000494898
-0.076868495,0.000326531,0.141830414,0.000821429,-0.010716431,-0.000489796,0.077431117,-0.000658163,0.749635806,0.000168367
-0.087442696,0.000163265,0.161238205,0,-0.018247203,-0.000821429,0.092187476,-0.000826531,0.750438143,0.000826531
-0.082412406,0.001147959,0.159307617,0.000494898,-0.029538824,-0.000658163,0.13323243,0.000163265,0.763475616,0.000494898
-0.06421844,0.000489796,0.16081798,0,-0.03405467,-0.000658163,0.157303073,0.000653061,0.793683116,0.000168367
-0.048207703,0.000821429,0.181611861,0,-0.031706942,-0.000984694,0.170546271,0.000653061,0.837013012,-0.000653061
-0.065094435,0.001642857,0.17815922,0.000326531,-0.031815208,-0.000658163,0.16270537,-0.000331633,0.895155429,-0.001969388
-0.10685545,0.001806122,0.179067212,-0.000163265,-0.041396888,-0.000658163,0.155597131,-0.000658163,0.944862673,0.002137755
-0.154006303,0.001147959,0.188380071,0.000821429,-0.041661379,-0.000489796,0.154714617,-0.000168367,1.001736539,0.002469388
-0.157116587,0.001806122,0.213635078,0.000658163,-0.039122657,-0.000163265,0.147422144,-0.000989796,1.005927692,0.002306122
-0.178716847,0.001147959,0.256440842,0.000984694,-0.03610293,-0.000326531,0.140145006,-0.001647959,1.051308971,0.003454082
-0.199037919,0.001311224,0.259854132,0.000658163,-0.052713005,-0.000658163,0.086802773,-0.001153061,1.083675222,0.003454082
-0.187219967,0.000821429,0.269175753,0.000658163,-0.053332631,-0.000821429,0.054995109,-0.000826531,1.089245256,0.001316327
-0.203182122,0.001311224,0.265173297,0.000984694,-0.041221739,-0.000984694,0.051785724,0,1.057287882,-0.000326531
-0.200917772,0.002137755,0.273449471,0.000984694,-0.023715911,-0.000489796,0.041017182,0.000163265,1.054348442,-0.001147959
-0.19681381,0.001806122,0.299723688,0.000821429,-0.032573243,-0.000821429,0.034171549,0.000489796,1.065729234,-0.001642857
-0.181296061,0.000821429,0.308975282,0.000494898,-0.003628144,-0.000821429,0.03600313,-0.000826531,1.062197383,0.000331633
-0.177939341,0.000658163,0.326671123,0.000984694,0.012778903,-0.000489796,0.032287109,-0.000658163,1.052471228,0.002137755
-0.18960762,-0.000331633,0.346345614,0.000163265,0.010866164,-0.000489796,0.033017762,-0.000494898,1.040554253,0.003290816
-0.190645939,0.000163265,0.354430001,-0.000163265,-0.001304879,-0.000821429,0.042222484,-0.000494898,1.038769414,0.001647959
-0.204579122,0.000326531,0.373883803,0.000326531,0.000950401,0.000331633,0.04307687,-0.001484694,1.030362716,0.002306122
-0.197139074,-0.000331633,0.398570205,0.000163265,0.004795405,0.000168367,0.044340441,-0.005428571,1.027049628,0.002632653
-0.205542083,0.000821429,0.416602995,0.000658163,0.012931632,-0.000821429,0.066361437,-0.004933673,1.052187281,0.001479592
-0.205729892,0.000821429,0.428498014,0.000326531,0.021935275,-0.000489796,0.067500848,-0.003127551,1.092539448,-0.000489796
-0.208567432,0.001147959,0.429209911,0.000326531,0.01449585,-0.000821429,0.0687493,-0.002795918,1.098175333,-0.001311224
-0.196090827,0.000821429,0.438352717,0.000326531,0.007387107,-0.000984694,0.071894733,-0.003127551,1.131917701,0.000494898
-0.181294126,-0.000331633,0.444758559,0.000326531,0.043636398,-0.001478061,0.054826998,-0.004277041,1.142715147,0.000989796
-0.153518199,0.000821429,0.476375147,0.000821429,0.02612957,-0.001313265,0.083343063,-0.005755102,1.169753066,0
-0.151251403,0.000984694,0.483987703,0.000658163,0.025509722,-0.001642296,0.088965708,-0.002964286,1.177613215,-0.001479592
-0.152425274,0.000489796,0.493967852,0.000163265,0.032372807,-0.001642296,0.083408907,-0.003290816,1.174312033,-0.001147959
-0.165929245,0.000326531,0.501758975,0.000163265,0.034696995,-0.000821429,0.084470028,-0.003948418,1.14804631,-0.001806122
-0.163832323,0.000326531,0.504756453,0.000821429,0.02614061,-0.000984694,0.088646237,-0.005591837,1.159228417,0
-0.158000632,0.000821429,0.510547439,0.000821429,0.032047745,-0.000821429,0.094872642,-0.005265306,1.191518543,0.002469388
-0.161572171,0.000821429,0.518796976,0.000658163,0.024855591,-0.000984694,0.100879987,-0.004607143,1.195552462,0.002137755
-0.161092714,0.000821429,0.519839021,0.000658163,0.009879018,-0.00114898,0.103993762,-0.005265306,1.193142519,0.002469388
-0.167934106,0,0.543952396,0.000494898,0.021560756,-0.001806633,0.085979574,-0.004112755,1.205571576,0.001647959
-0.162088728,0.000658163,0.568057678,0.000658163,0.033891708,-0.001970918,0.09527234,-0.002795918,1.21251154,-0.001147959
-0.166920639,0.000489796,0.597636878,0.000821429,0.013594198,-0.002135714,0.099140596,-0.003127551,1.261523745,-0.001969388
-0.165091821,0.000821429,0.612767347,0.000658163,0.00726605,-0.001313265,0.099187039,-0.003784184,1.313888888,-0.001969388
-0.164821577,0.000489796,0.627677052,0.000326531,0.022678189,-0.001478061,0.09411452,-0.004933673,1.317625819,-0.001642857
-0.157379249,0.000821429,0.642747058,0.000658163,0.033711241,-0.002790816,0.108832289,-0.004607143,1.342786857,-0.001147959
-0.163064338,0.001147959,0.649302617,0.000494898,0.029255891,-0.001970918,0.137897748,-0.004933673,1.324064403,0
-0.1615673,0.001147959,0.666079262,0.000658163,0.036251848,-0.00114898,0.128807368,-0.005265306,1.342187222,0.002137755
-0.191323388,0.000658163,0.673924173,0.000494898,0.045898286,-0.001806633,0.128512992,-0.004112755,1.340469185,0.002306122
-0.227924447,0.000658163,0.673080728,0.000821429,0.049600197,-0.00114898,0.126365491,-0.003948418,1.331338338,0.002137755
-0.246717812,0.000326531,0.66100661,0.000821429,0.040629949,-0.001313265,0.115507659,-0.004277041,1.333320568,0.000658163
-0.242176368,0.001806122,0.654345929,0.000494898,0.046125116,-0.001642296,0.090105317,-0.002632653,1.326953424,-0.001147959
-0.23608385,0.001479592,0.652625835,0.000984694,0.056455301,-0.001642296,0.074520008,-0.003455102,1.334664331,-0.001806122
-0.249239326,0.000658163,0.685322974,0.000494898,0.056878293,-0.00114898,0.073366072,-0.004112755,1.332147875,-0.000489796
-0.250804232,0.000984694,0.699045874,0.000658163,0.064873712,-0.001806633,0.058635218,-0.003290816,1.331630269,-0.001147959
-0.251135848,0.001479592,0.710880463,0.000494898,0.048657976,-0.001970918,0.06193039,-0.003619388,1.323684805,-0.000653061
-0.244724683,0.000821429,0.679884869,0.000984694,0.06397937,-0.001806633,0.072962506,-0.004112755,1.338244844,0.001479592
-0.242997441,0.000658163,0.656656538,0.000658163,0.065211741,-0.00230102,0.087325149,-0.005096939,1.344697882,0.002137755
-0.133707663,0.000326531,0.668540319,0.000326531,0.072784913,-0.00230102,0.093213318,-0.004607143,1.343294121,0.00197449
-0.09577429,0.000326531,0.668345377,0.001153061,0.078335335,-0.001806633,0.104162749,-0.005265306,1.301946996,0.002469388
-0.073146274,0.000326531,0.672587988,0.000821429,0.11822994,-0.001806633,0.123033838,-0.004441837,1.253111271,0.001316327
-0.072563783,0.000163265,0.68518542,0.000821429,0.179880566,-0.001478061,0.114245605,-0.005096939,1.237876525,-0.001311224
-0.070805668,0.000163265,0.68690106,0.000821429,0.238309894,-0.00114898,0.127523204,-0.004441837,1.239067321,-0.000821429
-0.073619768,0.000489796,0.687713213,0.000494898,0.254862929,-0.001478061,0.131712738,-0.004770408,1.236760592,-0.000984694
