0,-0.000416
0.142857,-0.000351
0.285714,-0.000351
0.428571,-0.00019
0.571429,-0.00019
0.714286,-0.000351
0.857143,-0.000416
1,-0.000351
1.142857,-0.000416
1.285714,-0.000319
1.294074,-0.00048
1.436931,-0.000287
1.579788,-0.00019
1.722646,-0.000158
1.865503,-0.000384
2.00836,-0.000384
2.151217,-0.000448
2.294074,-0.000512
2.436931,-0.000384
2.579788,-0.000287
2.591148,-0.00019
2.734005,-0.000287
2.876862,-0.000287
3.01972,-0.000351
3.162577,-0.000448
3.305434,-0.000384
3.448291,-0.000512
3.591148,-0.000448
3.734005,-0.000287
3.876862,-0.000287
3.957226,-0.000512
4.100084,-0.000416
4.242941,-0.000416
4.385798,-0.000416
4.528655,-0.000384
4.671512,-0.000287
4.814369,-0.000416
4.957226,-0.000255
5.100084,-0.000512
5.242941,-0.00048
5.2533,-0.000384
5.396158,-0.000255
5.539015,-0.000384
5.681872,-0.000287
5.824729,-0.000384
5.967586,-0.000448
6.110443,-0.000416
6.2533,-0.00048
6.396158,-0.000512
6.539015,-0.000222
6.549375,-0.000287
6.692232,-0.000255
6.835089,-0.000222
6.977946,-0.000319
7.120803,-0.000287
7.26366,-0.000351
7.406517,-0.000545
7.549375,-0.000351
7.692232,-0.00019
7.835089,-0.000158
7.882451,-0.000255
8.025308,-0.000319
8.168165,-0.00019
8.311022,-9.36E-05
8.453879,-0.000287
8.596737,-0.00048
8.739594,-0.000416
8.882451,-0.000416
9.025308,-0.000126
9.168165,-0.00019
9.177525,-0.000287
9.320382,-0.000158
9.463239,-0.000222
9.606096,-0.000351
9.748954,-0.000416
9.891811,-0.000512
10.034668,-0.000416
10.177525,-0.000287
10.320382,-0.00019
10.463239,-0.000126
10.472599,-0.000126
10.615456,-0.000319
10.758313,-0.000384
10.90117,-0.000416
11.044028,-0.000384
11.186885,-0.000287
11.329742,-0.000384
11.472599,-0.000255
11.615456,-0.00019
11.758313,-0.000255
11.768673,-0.00019
11.91153,-0.000287
12.054387,-0.000416
12.197245,-0.000384
12.340102,-0.000158
12.482959,-0.000158
12.625816,-0.000158
12.768673,-0.000287
12.91153,-0.000416
13.054387,-0.00048
13.063747,-0.000351
13.206604,-0.000512
13.349461,-0.000416
13.492319,-0.000287
13.635176,-0.000319
13.778033,-0.000126
13.92089,-0.000319
14.063747,-0.000255
14.206604,-0.000384
14.349461,-0.000512
14.359821,-0.000416
14.502679,-0.000319
14.645536,-0.000416
14.788393,-0.000255
14.93125,-0.00048
15.074107,-0.000448
15.216964,-0.000448
15.359821,-0.000384
15.502679,-0.000512
15.645536,-0.000512
15.655896,-0.000384
15.798753,-0.000448
