15,116.17,0
30,116.37,0.001721615
45,116.58,0.00352931
60,116.73,0.004820522
75,116.93,0.006542137
90,117.16,0.008521994
105,117.37,0.010329689
120,117.57,0.012051304
135,117.09,0.007919428
150,116.88,0.006111733
165,116.57,0.00344323
180,116.41,0.002065938
195,116.32,0.001291211
210,116.31,0.00120513
225,116.13,-0.000344323
240,116.08,-0.000774727
255,116.19,0.000172161
270,116.07,-0.000860807
285,116.08,-0.000774727
300,116.19,0.000172161
